loss,nyhJYddWvp3BB3QQw,True,True,9,0,9,6,True,True,9,9,9,9
loss,veJrsxDb3LXrES4xG,False,False,0,0,0,0,False,False,0,0,0,0
gain,8rkTWSowd8QnKYkrE,False,False,9,9,9,9,False,False,9,9,9,9
gain,eCXK2ArfS3criAJTB,True,False,9,0,9,0,True,True,9,3,9,0
loss,KtmBDbHyRWmxF3pSe,True,True,9,3,9,0,True,True,9,0,9,0
loss,Bpj4sGSnkFdkCCxNf,True,True,9,9,9,9,True,True,9,9,9,9
loss,8AFCu9YsQmR2WDkrk,False,True,9,2,9,3,True,True,9,3,9,0
gain,e3qn8csAYTbHfMxkK,False,False,9,9,9,9,False,False,9,9,9,3
gain,oD7a6GFkarvp84PRt,False,True,9,9,9,9,True,True,9,9,9,9
gain,cLfpHqBMQyBqJmqZN,True,True,9,9,9,9,True,True,9,9,9,9
gain,bWNtxPkGd8xNqDf2H,True,True,9,9,9,9,True,True,9,9,9,9
loss,uSMjBeZWWWbr389eX,True,True,9,9,9,2,True,True,9,2,9,0
loss,J4zEKsDmhBZRemQxx,True,True,9,0,9,0,True,True,9,0,9,0
gain,nxAYw9WDEpZEActyW,False,False,9,9,9,9,False,False,9,6,3,0
gain,zr6MbzW9igA4q3Bpk,False,False,9,2,9,4,True,True,9,2,0,0
loss,E3NcHz7W573rHYeyY,True,True,9,9,9,4,True,empty,9,3,9,0
loss,DE4yEJwaXQHEzKcQa,False,False,9,0,9,0,True,True,9,0,9,0
loss,RiaXcXZD8EMe3D675,False,False,9,0,9,0,False,False,0,0,0,0
loss,9YLdTrCNC6KE3DfhZ,empty,empty,1,0,0,0,empty,empty,0,0,0,0
loss,sRnsZm6AXGfuFXaBL,False,False,9,1,3,0,False,False,0,0,0,0
gain,Wxu8k7df9yj4j6573,False,True,9,0,9,0,True,True,9,9,9,9
loss,DW37WiLZena9WDYfN,False,False,9,1,9,0,False,False,9,9,9,9
gain,Wsfum3agWhXQX8CXx,True,True,9,0,9,0,True,True,9,0,0,0
gain,65rkkh9mvCWJswXdW,True,True,9,6,9,6,True,True,9,9,9,6
loss,KhryLZQ5TvoZre7Wq,False,False,7,0,9,2,True,False,0,0,0,0
gain,7pCqtPS3WupS8an42,True,True,9,0,9,0,True,True,9,9,9,0
loss,9ywHQR3mBPMwFxoz9,False,empty,9,0,7,0,False,False,9,0,0,0
gain,J2cummHqPe6hMCzQa,True,True,9,0,9,4,True,True,9,9,9,0
gain,8LxJGcCiZ4Qc6jQuJ,False,False,9,9,9,2,False,False,9,9,9,9
gain,SJfYbZhnHTBay5yyX,True,True,9,0,9,9,False,True,9,9,9,9
gain,uaKgcq3eKvpoHhiRp,False,True,9,9,9,0,False,True,9,0,9,0
gain,GBR5Ti7uHcvswPGew,True,True,9,9,9,9,True,True,9,9,9,9
gain,79cjqjh3rhGT85Z35,True,True,9,5,9,0,True,True,9,1,0,0
gain,Ny9gao85Xj9EsukBG,True,True,9,0,9,0,True,True,9,0,9,0
loss,NvQHkQfCNThsLfjfy,True,False,9,0,9,0,True,True,9,0,9,3
loss,wGaSKjvm4o49LhLrg,False,False,9,7,9,0,False,False,9,1,9,0
gain,bvQKD5bRjLyvwCpPy,True,True,9,9,9,9,True,True,9,7,9,0
loss,ANpFmJSXtcMZLsKb7,True,True,9,9,9,9,True,True,9,9,9,9
loss,YM8venxunpNq9B2xq,False,False,9,9,9,9,False,False,0,0,0,0
loss,5TdrRvXeviEEB2782,True,False,6,1,9,0,True,True,8,0,9,0
gain,AwhQeCLDxEyvjTy3X,False,False,9,9,9,9,False,False,9,9,9,9
loss,sXZRJJZZ4ukn5Rhsa,False,False,9,6,9,0,False,False,9,3,9,0
loss,JYCXAYdtPkWscrdLB,True,True,9,9,9,0,True,True,9,0,9,0
gain,wZbv3M3dFcDzAi36e,True,True,2,0,9,0,True,True,9,0,9,6
loss,n57DFjukqiJmSHEDQ,False,False,9,6,9,0,False,False,9,0,9,0
gain,FK4Hu9RZqcpEHNEsT,True,True,9,9,9,9,True,empty,9,3,9,0
loss,Xyy2u4fX5w8ZXBK3y,True,True,9,9,9,9,empty,empty,9,0,8,0
gain,kErKZoNcgLDEQLh9h,False,False,2,0,0,0,False,False,0,0,0,0
gain,XXfq2mbXgiwoevAzb,True,True,9,3,9,6,True,True,9,0,9,2
loss,P3KQ9YkjZxt4RLM8n,False,True,9,0,9,0,True,True,9,0,9,0
gain,NLM74X7BawyDFny4v,True,True,9,0,9,6,True,True,9,0,9,1
gain,ZNHoLFfThXn3dxpiE,True,True,9,0,9,0,True,True,9,0,9,0
loss,Go273GW8uicZrCdSD,True,True,9,3,9,0,True,True,9,2,9,3
loss,KgZMYh23LzaJQn9xQ,False,False,9,0,9,0,False,empty,9,0,9,3
gain,L9LpdeQFGzvFngGYS,True,True,9,9,9,9,True,True,9,0,9,1
gain,CBqTRZWRzXAgfN9Yy,True,True,7,2,9,0,True,True,4,1,0,0
gain,BNHYtgF3y6oE5Z7KQ,False,False,9,9,9,9,False,False,9,9,9,9
loss,Af6EwezJnoFReEpua,False,False,9,4,9,0,False,False,9,1,9,0
gain,TYLSC3JKidf2ijqLa,True,True,9,9,9,8,True,True,9,0,9,0
loss,JSbt6gZfMo7joBzGv,False,False,9,1,9,9,False,False,9,9,9,6
gain,47GQnCY9tKY6QcziM,False,False,9,9,9,9,False,False,9,9,9,9
loss,KM8aPtzLYKjy9Wd6r,True,True,9,4,9,0,True,False,9,3,9,0
loss,q7T5qjCJmLKiFDM7B,True,True,9,7,9,0,True,True,9,0,9,0
loss,XsvK4NT3Nh5wjR8En,True,True,9,9,9,9,True,True,9,9,9,9
gain,L4ym7sk99zbs7SpRS,True,True,9,0,9,0,True,empty,9,3,9,0
gain,LpifnQpyoAC96S573,True,True,9,9,9,9,True,True,9,9,9,9
loss,DJkv5Fv9S4kWNyB3h,True,True,9,3,9,6,False,True,0,0,0,0
loss,pJmeMQeWgG5t6W9qP,True,True,9,0,9,1,True,True,9,3,9,0
gain,fQW4FvoD7YJtY65Xj,True,True,9,2,9,0,True,True,9,1,0,0
gain,2uka6dm2y2BiZJ2zv,True,True,9,0,9,0,True,True,9,1,0,0
gain,RRGteZxa2sZLjy7tF,False,True,9,6,9,9,False,True,9,9,9,9
loss,yZoeMgzGtaMeqaFnP,True,True,9,9,9,6,True,True,9,9,9,6
gain,yqM2BRFq8ZRfjjLkq,False,False,9,0,9,0,False,empty,9,0,9,0
gain,F3ZWcZX7ARkhPJmRW,True,True,9,9,9,9,True,True,9,9,9,9
gain,cSZYtAZP8JYGj5YJm,False,True,9,9,9,0,True,True,9,9,9,9
gain,JzmhwhLyzer2RAe6v,False,False,9,0,9,1,False,empty,9,1,9,1
gain,udy3MprwBQ5HiyMCT,True,True,9,1,9,0,True,True,9,0,9,0
gain,BynvkWSwo2taRoXrX,False,False,9,9,9,9,False,False,9,9,9,9
loss,LcANkd9aNJ5k5m36D,False,False,9,1,9,0,False,False,9,0,9,0
loss,Qqh6muXhTuf3GrNiT,False,False,9,0,9,0,True,True,9,0,9,0
loss,iw4jvD5va5fnWukXC,False,False,9,0,9,0,False,False,9,0,9,0
gain,WWN5DFC5NTCBf5mzm,True,True,9,9,9,9,True,True,9,9,9,9
gain,no24mX6RndnhrbK2G,True,True,9,2,9,2,True,True,9,0,0,0
loss,5FeAYE9ht2bBCK8Lk,True,False,9,9,9,3,True,False,9,9,9,9
loss,AqpMTK8pfa3ZDgCnX,False,False,9,9,9,6,False,False,6,0,7,0
gain,YiHmJ4qLbxiwyjMFd,True,True,9,9,9,9,True,True,9,9,9,9
gain,HzyJf3ecpepyFffL9,False,False,9,9,9,9,False,False,9,9,9,9
gain,5myTGNQJvs2WKRHzh,True,True,9,0,9,0,True,True,9,0,9,0
loss,xPohAATJY45H5Nmhy,False,False,9,3,9,0,empty,empty,9,0,9,0
gain,4KFh6N3nNwuJAz9bM,True,True,9,9,9,9,True,True,9,9,9,9
gain,iNRN7ctrXkwmZQSxt,True,True,9,9,9,0,True,True,9,9,9,9
loss,zsJhRyaRoAYMth497,False,False,9,5,3,0,empty,empty,9,6,9,0
loss,AQxTawn2raLNgqZ3P,True,True,9,9,9,9,True,True,9,9,9,9
gain,ppT2KoixinaKc9zLD,False,False,9,9,9,9,False,False,9,9,9,9
gain,yqvi6AycizdfMW67J,False,False,1,0,0,0,False,False,0,0,0,0
gain,SPtAAc7NJbzx6HGnv,True,True,9,9,9,0,True,True,9,1,9,0
gain,e39vqG226v3BajR5r,False,False,9,1,0,0,False,False,0,0,0,0
loss,vHTKf9kPuCEvY8Fb8,False,False,9,0,9,0,False,empty,9,0,9,0
loss,Ka7uwDPR6rD8fmrYq,empty,True,9,9,9,9,False,empty,9,9,9,9
loss,EsvySo9AtybDSYAs8,True,True,9,0,9,0,True,True,9,6,9,0
gain,5eAZsM6sSPgLp2AGc,False,True,9,0,9,0,False,False,2,2,0,0
gain,kzsfFDBTiA8Hm5zG8,True,True,9,0,9,0,False,True,9,0,9,0
gain,Zni6Soax4z3GW8Df2,False,False,9,0,9,0,False,False,9,0,0,0
gain,ozofPi8aj5tyaT4eg,True,False,9,0,9,0,True,False,9,0,9,0
loss,MLNEv85tZLCBBPkBJ,False,False,9,3,9,0,False,empty,9,0,9,0
loss,naXyBAkcHQnvmWAq2,False,False,9,9,9,6,False,False,9,9,0,0
loss,trErkp8jGhzNAdEsC,True,True,9,3,9,0,True,True,9,9,9,9
gain,rzgwdpdiJDSxYGZnA,True,True,9,9,9,9,True,True,9,9,9,9
loss,YGJd65DmqYzQazNgB,False,False,9,9,9,3,False,False,9,9,9,3
loss,A8Cj2fKdNtZJqYLwh,False,False,9,9,9,0,False,False,9,0,9,0
gain,K3ZMCWFyEZDHrTyJs,False,False,9,9,9,9,False,False,9,9,9,0
gain,i8NjyEXvuMDxg5nGL,True,True,9,3,9,7,True,True,9,9,9,9
gain,r7ouGiTYscdMz7S96,False,False,9,0,9,0,False,False,9,0,0,0
gain,tDQkgwFiLneeqykeP,False,True,9,9,9,9,True,True,9,9,9,9
loss,oWHGBei3dY4SjyLpw,False,False,9,0,9,0,False,True,9,0,9,0
gain,NEBKBc4v4z22JjHsM,True,True,9,0,9,0,True,True,9,0,9,2
loss,2EaSSMTDRTavgzxWY,False,False,9,9,6,6,False,False,9,9,0,0
